X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228
4/13/2020 13:16,4/13/2020 13:31,98.11.162.112,100,914,1,4/13/2020 13:31,R_1oaNgh2hGokIlFC,42.94360352,-78.8368988,anonymous,CL21L,31,2,4,,4,FALSE,FALSE,2,,7,1,1,1,2,2,,,2,,,,7,7,2,,187,NY,2,USA,2,,1,4,2,3,3,2,2,2,3,4,5,3,4,3,2,3,3,6,6,3,4,2,3,3,3,4,3,3,3,3,3,2.75,13,13,11,30,pm,,20,7,45,am,,8,1,0,3,1,1,1,1,1,1,na,0,0,2,,5,1,0,240,3,1,0,120,4,3,0,20,40,8,7,0,2940,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,1,1,3,35,0,1,0,0,0,20,3,3,0,420,0,57,47,62,42,42,47,60,49,65,42,55,40,53,59,61,42,61,49,36,36,37,43,54,34,35,62,35,43,38,41,222,274,249,248,101,163,209,885,947,51,45,40,32,37,48,128,125,45,44,33,36,41,59,119,139,38,59,,1,0,#DIV/0!,#DIV/0!,9,1,0,2,1,
4/13/2020 13:13,4/13/2020 13:32,67.249.17.96,100,1136,1,4/13/2020 13:32,R_2E50N1EmHvEfHE4,44.66110229,-74.97080231,anonymous,TH09A,53,2,4,,4,4,2,2,,6,1,1,1,2,2,,,1,3,2,,1,1,2,,187,New York,4,American,2,,1,5,2,4,2,3,1,3,2,7,2,4,3,1,2,3,3,5,5,3,4,2,2,1,5,3,1,3,3,2,4,2.625,9,10,11,0,PM,,59,8,30,AM,,6,3,3,2,0,0,0,2,2,0,cannot fall asleep or wake up because of anxiety worry stress,0,0,1,,4,1,30,270,4,2,0,360,4,6,2,0,600,8,8,0,3360,4,2,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,4,3,1,1,1,34,0,1,4,8,6,4,4,3,96,36,32,31,6,27,27,0,0,37,63,39,41,0,76,15,1,25,77,1,0,0,80,59,0,22,0,0,58,48,22,0,0,264,122,68,64,-58,0,179,281,339,70,19,62,2,63,12,195,33,71,20,10,0,13,23,94,43,67,77,,3,1,#DIV/0!,#DIV/0!,9,1,0,1,1,
4/13/2020 13:08,4/13/2020 13:34,69.2.168.52,100,1543,1,4/13/2020 13:34,R_5cKRpKThePW0ufn,38.77420044,-76.07589722,anonymous,TJ 06 O,75,2,4,,4,4,2,2,,6,1,1,1,2,2,,,1,2,1,,4,3,2,,187,Maryland,4,"Irish, Swedish, Welsh",1,,2,,2,4,2,3,2,4,2,8,3,4,2,4,2,4,2,9,3,3,3,3,3,1,5,3,4,2,4,1,5,3.375,13,7,10,30,PM,,10,6,30,AM,,7,0,3,3,0,2,1,0,1,1,worrying about a task I need to finish,0,0,0,,4,0,30,90,,1,0,#VALUE!,#VALUE!,8,0,30,210,6,10,0,3000,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,2,2,1,1,2,35,1,1,5,7,7,7,4,3,140,42,35,19,11,7,69,4,1,27,92,5,69,1,2,2,7,9,1,24,3,2,2,3,2,3,2,2,93,67,2,4,44,25,64,27,16,-80,13,341,-289,-196,80,7,73,5,68,2,221,14,85,3,85,7,83,1,253,11,85,69,,0,1,#DIV/0!,#DIV/0!,11,2,0,0,0,
4/13/2020 13:02,4/13/2020 13:34,72.190.35.57,100,1949,1,4/13/2020 13:34,R_s4DEbgGyh49XM0V,32.9992981,-96.83460236,anonymous,CR26N,30,2,4,,3,3,1,1,,6,1,1,"1,2",1,2,,,2,,,,1,1,1,2,187,Texas ,1,Pakistani ,2,,2,,2,2,4,3,3,2,4,4,8,2,3,3,3,3,3,5,6,1,3,3,2,1,5,1,2,2,4,2,4,2.375,6,8,11,30,PM,,30,7,15,AM,,5,2,3,0,2,3,3,3,3,0,Unsure ,0,1,2,,1,,,0,1,,,0,1,1,,,0,8,10,0,4200,4,4,3,2,2,2,2,1,1,2,2,2,2,3,3,4,3,3,3,4,3,3,3,3,3,4,3,1,1,1,33,1,1,5,8,2,2,2,3,20,12,40,48,35,58,37,0,15,35,11,0,7,23,36,22,53,0,9,13,0,76,39,0,0,0,0,1,0,5,0,5,0,147,71,89,156,5,5,60,408,408,37,15,7,57,8,36,52,108,36,56,43,42,30,63,109,161,61,59,,2,2,#DIV/0!,#DIV/0!,17,2,0,3,2,
4/13/2020 13:17,4/13/2020 13:36,73.6.80.240,100,1143,1,4/13/2020 13:36,R_eloh5o1CJgYHLBn,29.03819275,-95.44159698,anonymous,Br18i,34,2,3,,4,FALSE,FALSE,2,,6,1,1,1,2,1,3,"2 months, 3, 7",1,2,"1,2",,2,7,2,,187,Texas,3,American ,2,,2,,2,3,3,3,4,4,2,7,6,3,3,3,4,2,3,5,7,4,3,3,4,1,5,5,4,1,5,1,5,3.875,17,6,5,0,Am,,5,9,45,AM,,4,0,3,0,0,0,0,2,0,0,Newborn baby doesnt sleep ,0,0,0,,1,,,0,6,1,0,300,FALSE,8,2,0,840,8,8,0,3360,4,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,1,1,1,1,3,3,1,1,5,29,3,1,0,0,0,4,1,4,0,112,0,78,94,64,84,7,2,11,60,86,55,5,23,52,97,6,5,5,5,95,38,6,8,5,5,80,60,6,84,5,2,146,33,441,224,-38,22,207,599,659,82,36,72,33,72,53,226,122,96,26,74,36,63,56,233,118,76,77,,0,3,#DIV/0!,#DIV/0!,5,1,0,0,0,
4/13/2020 13:28,4/13/2020 13:39,141.157.218.69,100,672,1,4/13/2020 13:39,R_1IZ2SmDGkErYKF3,40.76089478,-73.91149902,anonymous,NH18R,28,2,4,,4,4,2,2,,6,1,1,1,2,2,,,1,1,2,,1,1,2,,187,New York,1,American,2,,1,"4,5,7",2,4,3,2,2,4,3,7,5,4,3,2,3,3,3,6,6,3,4,2,3,1,5,4,4,1,5,1,5,3.375,14,7,9,30,pm,,2,6,0,am,,8,0,1,3,1,0,0,2,2,2,Anxiety once per week,0,0,0,,4,0,25,75,2,0,15,15,3,6,0,30,150,8,3,0,1260,1,3,3,3,3,3,3,2,2,3,3,1,1,2,2,3,3,3,3,3,3,1,1,3,3,3,3,1,1,2,33,2,1,5,9,4,4,4,2,80,16,45,58,15,47,50,32,54,19,66,11,63,12,80,27,53,16,60,50,12,84,77,10,25,45,23,5,90,51,67,46,25,329,107,151,228,23,113,255,583,673,56,39,72,54,35,49,163,142,21,30,23,38,23,28,67,96,42,68,,0,0,#DIV/0!,#DIV/0!,11,2,0,0,0,
4/13/2020 12:59,4/13/2020 13:45,104.229.188.103,100,2749,1,4/13/2020 13:45,R_26mwOKB46lU8Kpf,44.66110229,-74.97080231,anonymous,,34,1,2,,2,2,2,1,,7,1,1,1,2,2,,,1,2,2,,1,1,2,,187,New York,5,,2,,2,,2,3,3,3,3,2,3,5,6,3,3,3,3,2,3,5,6,3,4,2,2,2,4,3,2,2,4,2,4,2.625,10,10,11,0,pm,,23,7,0,am,,8,0,1,1,0,0,0,0,0,0,horny spouse,0,0,1,,1,,,0,1,,,0,1,6,1,0,300,8,10,0,4200,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,2,2,3,3,1,1,3,3,3,3,3,3,1,1,3,31,2,1,6,6,6,6,3,3,108,18,36,40,51,58,19,16,12,43,13,6,15,6,44,55,9,21,19,13,5,29,42,17,5,29,4,40,9,16,5,5,6,157,100,111,176,21,30,69,496,505,19,45,23,44,30,48,72,137,18,50,22,50,21,53,61,153,60,33,,1,0,#DIV/0!,#DIV/0!,2,1,0,1,1,
4/13/2020 13:41,4/13/2020 13:58,104.229.64.116,100,995,1,4/13/2020 13:58,R_ekEyqqYP9Wm4jTj,44.9322052,-74.8844986,anonymous,MA08a,54,2,3,,4,4,2,2,,6,1,1,1,2,1,2,23 and 21,1,1,1,,1,1,2,,187,New York,4,White,2,,1,4,2,4,2,4,2,4,2,9,3,4,3,4,1,4,1,9,2,4,2,4,4,1,5,4,4,1,5,1,5,3.875,16,5,10,0,pm,,10,6,30,AM,,8.5,2,2,0,0,0,0,2,1,1,We bought a new bed but we are not happy with it so feel part of the issue is the comfort of our bed,0,0,0,,8,1,30,630,8,2,0,840,4,6,1,0,300,2,7,0,420,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,4,3,4,3,2,2,3,3,4,3,1,1,1,37,0,1,5,8,1,3,4,2,20,12,40,50,8,7,71,23,2,29,100,18,99,1,1,11,26,2,1,1,1,6,20,1,1,1,1,1,95,95,10,19,94,74,34,63,26,-51,44,459,-313,-218,100,1,100,3,95,1,295,5,81,20,20,7,50,8,151,35,91,100,,0,0,#DIV/0!,#DIV/0!,6,1,0,0,0,
4/13/2020 12:48,4/13/2020 14:00,96.23.214.149,100,4304,1,4/13/2020 14:00,R_2tzLHqOMQkr7osU,45.50309753,-73.84130096,anonymous,LH23M,39,2,3,,4,4,2,2,,7,1,1,2,1,1,1,6,2,,,,1,1,2,,31,,3,Canadian,2,,2,,2,4,2,2,2,2,2,5,3,2,3,2,2,1,1,2,3,4,4,2,4,3,3,4,4,3,3,2,4,3.25,16,12,9,0,PM,,20,5,15,AM,,8,2,2,2,0,1,0,0,0,0,Anxiety,3,0,2,,1,,,0,1,,,0,1,7,0,25,150,8,8,0,3360,4,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,1,1,2,32,0,1,5,5,2,0.5,3,2,30,2,25,25,0,25,26,0,0,20,52,32,53,0,15,31,31,1,2,15,0,12,35,0,13,15,0,13,18,11,0,0,12,77,36,76,96,-18,0,154,113,131,70,29,29,28,0,0,99,57,29,50,14,28,27,28,70,106,50,50,,1,0,#DIV/0!,#DIV/0!,5,1,3,2,1,
4/13/2020 13:03,4/13/2020 14:10,108.69.100.5,100,3978,1,4/13/2020 14:10,R_efCRMB2MGYVUCFr,25.95620728,-80.18280029,anonymous,Wh08e,30,2,4,,3,3,1,2,,6,2,2,,2,2,,,2,,,,1,1,1,2,187,Florida ,1,USA,1,,2,,2,4,3,3,2,4,3,8,5,3,4,3,4,4,4,7,9,2,2,4,3,2,4,4,2,3,3,2,4,3,11,9,12,0,Am,,20,6,0,Am,,6,2,2,2,0,0,1,2,2,1,Twice a week,0,0,2,,2,2,30,150,4,2,0,360,4,2,1,0,60,8,6,0,2520,3,2,2,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,3,2,2,2,2,1,1,4,3,1,1,3,31,2,1,5,8,2,2,4,2,40,8,40,73,61,75,58,20,23,28,47,51,56,14,13,88,57,51,20,81,43,67,27,24,32,19,11,18,39,57,30,41,52,156,198,217,281,76,115,270,658,697,36,84,37,65,35,66,108,215,51,73,45,70,46,60,142,203,43,34,,1,1,#DIV/0!,#DIV/0!,10,2,0,2,1,
4/13/2020 13:56,4/13/2020 14:12,47.14.21.95,100,935,1,4/13/2020 14:12,R_3PlHzLeb8XKRwLT,44.69129944,-73.46479797,anonymous,SC12L,25,2,4,,3,3,1,2,,5,1,1,1,2,2,,,2,,,,1,1,1,1,187,New York,5,American,2,,1,5,2,3,4,3,3,3,3,6,7,3,3,3,3,3,3,6,6,4,3,3,3,2,4,4,3,2,4,2,4,3.25,14,9,9,30,PM,,15,5,0,AM,,7.5,1,2,3,0,0,0,1,0,0,Anxiety ,0,0,3,,5,0,30,120,8,0,30,210,4,8,1,0,420,6,2,0,600,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,2,2,3,3,1,1,1,36,1,1,5,8,8,8,3,3,120,48,40,49,35,63,29,0,0,23,51,21,44,0,23,60,21,22,25,0,0,42,61,0,52,0,0,0,54,0,0,17,33,158,45,77,217,-37,17,157,303,357,43,47,18,55,0,31,61,133,31,34,35,56,0,64,66,154,28,37,,1,0,#DIV/0!,#DIV/0!,6,1,0,3,2,
4/13/2020 14:05,4/13/2020 14:16,73.166.80.111,100,647,1,4/13/2020 14:16,R_WvuJRUx7ZfSVnzz,29.51829529,-95.09770203,anonymous,CL11D,30,2,4,,3,3,1,2,,3,2,1,2,2,2,,,2,,,,1,3,1,1,187,Texas,3,Pakistani ,1,4,2,,2,3,4,3,4,3,3,6,8,3,2,2,4,2,2,4,5,2,2,4,2,1,5,1,2,2,4,2,4,2.625,7,7,11,35,Pm,,15,8,30,Am,,8,1,1,1,0,0,0,0,1,1,Back pain ,0,0,0,,3,0,30,60,3,0,30,60,3,1,,,0,8,5,0,2100,2,3,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,19,8,2,5,24,0,3,2,3,0,18,120,42,23,18,7,29,11,56,18,77,4,54,31,60,79,83,2,89,11,45,97,12,14,17,17,13,21,24,26,97,11,183,294,218,154,133,154,64,918,939,13,24,45,58,60,36,118,118,72,59,38,32,43,37,153,128,43,46,,1,0,#DIV/0!,#DIV/0!,4,1,0,0,0,
4/13/2020 14:00,4/13/2020 14:18,76.24.31.46,100,1096,1,4/13/2020 14:18,R_1gAZfkHXlJbktsS,42.373703,-71.12840271,anonymous,SE02E,28,2,4,,4,4,2,2,,5,1,2,,2,2,,,2,,,,1,1,2,,187,MA,1,American,2,,2,,2,4,3,4,3,4,3,9,6,4,3,4,3,4,3,9,6,4,4,2,4,1,5,4,4,1,5,1,5,3.625,16,7,10,0,PM,,15,6,30,AM,,7.5,1,2,0,0,0,0,0,1,0,Stress or worry about getting sick or a loved one getting sick,0,1,1,,7,0,30,180,,7,0,#VALUE!,#VALUE!,8,1,0,420,8,10,0,4200,4,3,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,2,2,3,3,3,3,3,3,1,1,1,37,0,1,5,8,8,1.5,4,3,160,9,40,2,1,21,46,1,1,6,68,1,64,1,27,27,33,5,34,9,1,35,36,1,32,1,1,1,46,39,1,1,1,100,22,37,116,-42,4,218,15,61,96,12,74,12,69,12,239,36,70,31,70,33,72,38,212,102,71,100,,1,0,#DIV/0!,#DIV/0!,3,1,0,2,1,
4/13/2020 13:52,4/13/2020 14:18,98.221.218.87,100,1557,1,4/13/2020 14:18,R_21o17B0c7spoJhY,40.51800537,-74.84529877,anonymous,HC22E,57,2,3,,4,FALSE,FALSE,2,,5,1,1,1,2,1,3,"20,23,24",1,2,"1,2,5",,1,7,2,,187,New Jersey,4,"American, Polish, Slovak",1,4,2,,2,3,1,3,1,3,2,6,1,4,1,4,1,4,1,9,0,1,4,2,4,1,5,3,3,3,3,2,4,2.875,11,10,9,30,pm,,5,5,0,am,,7,0,1,3,0,3,0,0,0,0,No real trouble sleeping,0,0,1,,3,5,0,600,4,3,0,540,4,6,0,25,125,8,8,0,3360,4,3,3,2,2,1,1,3,3,3,3,1,1,1,1,1,1,2,2,2,2,1,1,3,3,3,3,1,1,1,26,5,2,7,7,8,8,4,3,224,0,49,78,29,11,71,3,3,3,78,58,72,10,72,7,71,8,8,8,3,9,22,52,14,14,3,9,29,0,29,10,36,183,81,196,55,-10,19,257,248,277,51,8,51,9,9,9,111,26,91,10,91,10,11,11,193,31,29,11,,0,1,#DIV/0!,#DIV/0!,7,1,0,1,1,
4/13/2020 13:44,4/13/2020 14:19,128.153.105.151,100,2069,1,4/13/2020 14:19,R_ANl3xFUedtEZ2St,44.66110229,-74.97080231,anonymous,PH05Y,38,2,3,,3,3,1,2,,4,1,1,1,2,1,1,13,1,3,"1,2",,1,1,1,2,187,NY,4,American,2,,1,5,2,4,2,2,2,4,2,7,3,4,3,3,3,4,3,8,6,4,2,4,3,2,4,3,3,3,3,2,4,3.25,13,9,10,0,pm,,5,7,30,am,,7,0,3,0,0,0,0,0,0,0,My spouse has been having seizures from a recent concussion and keeps me up nightly until I create a different sleeping arrangement for him I usually don't move him from our room until twelve or one am,0,2,3,,7,2,0,720,1,,,0,4,8,2,0,840,6,6,30,1950,2,3,3,2,2,3,3,3,3,3,3,3,3,1,1,2,2,3,3,2,2,1,1,1,1,3,3,1,1,3,30,3,1,5,9,10,3,5,3,250,18,45,76,51,76,52,19,1,50,76,50,51,1,22,77,78,52,1,1,1,75,1,1,1,64,14,1,42,13,57,1,57,101,105,237,293,-7,35,249,480,522,51,98,3,98,7,99,61,295,19,90,5,93,19,94,43,277,76,76,,0,1,#DIV/0!,#DIV/0!,3,1,0,5,3,
4/13/2020 13:59,4/13/2020 14:21,67.249.18.142,100,1296,1,4/13/2020 14:21,R_3n3gb9LvidfsPiz,44.66110229,-74.97080231,anonymous,SA12A,27,2,4,,4,FALSE,FALSE,2,,5,1,1,1,2,2,,,1,4,"1,2",,5,5,2,,187,New York,5,American ,2,,2,,2,3,1,3,4,1,4,4,6,1,1,1,5,1,4,0,7,4,4,2,5,2,4,5,5,1,5,2,4,3.75,19,9,12,0,Am,,5,9,15,Am,,7.5,1,3,2,0,0,0,3,0,0,Couldnt get comfortable ,0,0,2,,4,1,0,180,1,,,0,4,2,0,15,15,6,8,0,2400,2,2,2,3,3,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,1,1,1,29,3,1,7,8,5,0,3,3,105,0,56,43,0,64,12,43,0,3,44,13,0,10,18,2,34,44,66,2,3,74,51,0,39,0,0,4,21,1,0,0,0,178,59,51,179,25,46,57,435,456,3,2,2,48,4,82,9,132,0,0,0,80,1,97,1,177,0,2,,0,0,#DIV/0!,#DIV/0!,8,1,0,2,1,
4/13/2020 13:48,4/13/2020 14:23,24.4.59.13,100,2102,1,4/13/2020 14:23,R_3M3bUXCef7XbbkZ,37.73829651,-122.4555969,anonymous,CL04E,31,1,2,,2,2,2,1,,6,1,1,1,2,2,,,2,,,,7,1,2,,187,California,1,Citizen of the United States of America,2,,1,5,2,4,2,1,2,3,3,5,4,4,3,4,3,4,3,9,6,3,1,5,3,1,5,4,4,1,5,2,4,3.625,14,5,11,0,PM,,30,7,30,AM,,7,1,1,0,0,0,2,0,0,0,I have not had trouble sleeping for other reasons,0,0,1,,1,,,0,4,1,30,270,3,3,1,0,120,4,21,0,3780,4,2,2,3,3,1,1,1,1,1,1,2,2,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,2,29,3,1,6,4,5,2,3,3,90,6,24,29,2,29,50,3,4,26,65,48,49,1,2,17,51,26,4,5,5,26,6,36,36,37,3,4,50,49,4,20,5,45,94,109,145,-19,31,218,156,206,41,12,51,5,49,14,141,31,72,21,54,16,51,39,177,76,69,50,,2,1,#DIV/0!,#DIV/0!,3,1,0,1,1,
4/13/2020 14:05,4/13/2020 14:24,69.207.12.188,100,1163,1,4/13/2020 14:24,R_3O3vTei89RbXRJT,43.14930725,-76.2220993,anonymous,Po28i,27,2,3,,3,3,1,2,,6,1,1,1,2,1,1,17,2,,,,1,1,1,1,187,New York,3,American,2,,1,4,2,4,3,3,2,4,3,8,5,4,2,4,2,4,2,9,3,3,2,4,5,1,5,4,5,1,5,1,5,4,17,5,10,0,PM,,30,6,30,AM,,7,2,3,2,0,0,0,1,3,0,three or more times weekly with racing thoughts,1,0,0,,4,0,35,105,3,0,30,60,3,8,1,30,630,8,3,0,1260,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,1,1,1,35,0,1,5,8,8,3,4,3,160,18,40,29,9,28,50,10,0,30,70,31,60,0,29,11,37,54,55,10,11,11,69,14,14,37,7,6,48,40,39,19,10,182,108,122,101,-1,47,230,282,330,51,19,37,38,39,49,127,106,72,8,55,38,37,13,164,59,82,59,,2,1,#DIV/0!,#DIV/0!,9,1,1,0,0,
4/13/2020 14:10,4/13/2020 14:25,68.189.251.153,100,892,1,4/13/2020 14:25,R_1o0Yp54UcKVDPeZ,44.69129944,-73.46479797,anonymous,SC22N,23,2,4,,4,FALSE,FALSE,2,,7,4,2,,2,2,,,1,1,1,,5,5,2,,187,New York,4,,2,,2,,2,3,3,3,3,3,3,6,6,3,3,2,3,2,3,4,6,3,3,3,3,2,4,3,3,2,4,2,4,3,12,9,11,30,PM,,1,8,0,AM,,6,2,2,1,0,0,0,0,2,0,none,0,0,2,,5,1,0,240,6,1,0,300,4,5,1,0,240,8,6,0,2520,3,1,1,3,3,2,2,3,3,2,2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,1,1,1,28,2,1,7,8,7,7,4,3,196,0,56,53,53,69,34,53,4,23,51,5,30,4,6,32,34,31,5,6,7,34,33,6,9,6,6,6,9,10,10,25,5,101,70,108,150,82,91,130,381,390,45,42,22,47,17,43,84,132,42,39,7,42,7,44,56,125,40,53,,0,1,#DIV/0!,#DIV/0!,5,1,0,2,1,
4/13/2020 14:12,4/13/2020 14:26,76.242.91.145,100,875,1,4/13/2020 14:26,R_1ihxNze6KeAdaVR,37.32090759,-121.9125977,anonymous,BS20C,24,1,1,,2,2,2,1,,5,2,1,2,2,1,Two,11 and 5,1,One,2,,1,1,2,,187,California,1,American,2,,2,,2,3,3,3,3,2,3,5,6,2,4,3,4,2,4,4,9,2,3,3,2,3,3,1,1,2,4,2,4,2.125,6,10,10,45,Pm,,70,7,15,Am,,8,2,3,3,0,0,0,0,2,3,Not any ,2,1,3,,4,1,0,180,8,1,30,630,4,8,1,0,420,8,6,0,2520,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,1,1,4,33,0,1,5,6,6,4,2,3,60,24,30,71,75,93,41,69,12,73,65,65,38,39,83,76,86,91,73,100,66,92,100,100,100,100,64,21,13,42,81,63,38,339,403,328,461,249,262,224,1556,1569,52,75,54,74,30,52,136,201,12,84,16,94,28,100,56,278,8,64,,3,0,#DIV/0!,#DIV/0!,11,2,2,4,2,
4/13/2020 14:09,4/13/2020 14:28,68.189.251.153,100,1123,1,4/13/2020 14:28,R_x30ksdwk0VEzDiN,44.69129944,-73.46479797,anonymous,SC10N,20,2,4,,4,FALSE,FALSE,2,,5,1,1,2,2,2,,,1,1,1,,5,5,2,,187,New York,2,American,2,,2,,2,4,2,3,2,3,3,7,4,4,2,3,2,3,3,7,4,3,2,4,4,2,4,2,4,3,3,2,4,3.25,13,9,11,15,PM,,0.25,9,10,AM,,9,1,2,1,0,0,0,2,1,0,Feeling too hot or having a bad dream,0,0,1,,7,1,0,360,7,1,0,360,4,4,1,0.3,180.9,8,2,0,840,1,3,3,4,3,1,1,1,1,2,2,3,3,1,1,2,2,3,3,1,1,2,2,2,2,3,3,1,1,1,27,4,1,5,6,5,1,4,3,100,6,30,30,15,2,34,2,2,37,71,6,47,3,2,2,14,1,15,28,2,1,14,1,2,3,4,4,48,28,21,2,38,63,70,60,10,-38,10,218,-53,-5,51,14,50,3,51,7,152,24,49,8,41,28,17,44,107,80,48,76,,0,0,#DIV/0!,#DIV/0!,6,1,0,1,1,
